3	0.379	0.171	24.282	8.0	0.610	0.002
4	0.402	0.143	30.624	9.9	0.628	0.002
5	0.418	0.124	36.945	11.7	0.641	0.003
6	0.433	0.110	43.035	13.4	0.651	0.003
7	0.442	0.099	49.105	15.2	0.658	0.003
8	0.452	0.091	54.828	16.8	0.664	0.004
9	0.460	0.085	60.364	18.3	0.669	0.004
10	0.466	0.079	65.940	19.9	0.673	0.005
12	0.476	0.071	76.723	22.9	0.681	0.005
14	0.484	0.065	87.189	25.7	0.686	0.006
16	0.491	0.060	97.260	28.5	0.691	0.007
18	0.496	0.056	107.205	31.2	0.696	0.008
20	0.500	0.054	117.077	33.9	0.699	0.009
22	0.504	0.052	126.632	36.6	0.701	0.009
24	0.507	0.050	135.980	39.2	0.703	0.010
26	0.509	0.048	145.482	41.9	0.705	0.011
28	0.511	0.047	154.891	44.4	0.708	0.011
30	0.512	0.046	163.838	47.0	0.710	0.012
32	0.513	0.045	172.876	49.4	0.712	0.013
34	0.513	0.045	181.544	51.8	0.713	0.013
36	0.514	0.044	190.271	54.2	0.714	0.014
38	0.515	0.044	198.875	56.6	0.716	0.015
40	0.514	0.043	207.292	58.8	0.718	0.015
44	0.514	0.043	224.405	63.4	0.720	0.017
48	0.514	0.042	241.047	67.9	0.722	0.018
50	0.514	0.042	249.213	70.3	0.723	0.019
52	0.514	0.042	257.460	72.6	0.724	0.019
55	0.513	0.042	269.339	75.9	0.725	0.020
56	0.513	0.042	273.182	77.0	0.725	0.021
60	0.512	0.042	288.609	81.4	0.727	0.022
64	0.511	0.042	303.818	85.5	0.728	0.023
68	0.510	0.041	318.789	89.7	0.730	0.024
70	0.509	0.041	326.221	91.6	0.730	0.025
72	0.508	0.041	333.637	93.7	0.731	0.026
76	0.506	0.041	348.177	97.7	0.732	0.027
80	0.504	0.041	362.596	101.7	0.733	0.028
84	0.503	0.041	376.765	105.6	0.734	0.029
88	0.502	0.041	390.926	109.4	0.735	0.030
90	0.501	0.041	397.870	111.4	0.735	0.031
92	0.501	0.041	404.827	113.2	0.736	0.031
96	0.499	0.041	418.709	117.0	0.737	0.033
100	0.498	0.040	432.457	120.8	0.738	0.034
104	0.497	0.040	445.922	124.5	0.739	0.035
108	0.495	0.040	459.451	128.2	0.739	0.036
110	0.495	0.040	466.281	130.1	0.739	0.037
112	0.494	0.040	472.749	132.0	0.740	0.037
116	0.492	0.040	485.988	135.7	0.740	0.038
120	0.491	0.040	498.919	139.4	0.740	0.039
124	0.490	0.040	511.468	142.7	0.741	0.040
128	0.489	0.040	524.103	146.2	0.742	0.041
