3	0.497	0.245	24.720	13.0	0.501	0.010
4	0.523	0.214	29.570	15.4	0.522	0.012
5	0.540	0.196	34.609	17.7	0.538	0.014
6	0.557	0.177	39.415	20.0	0.549	0.017
7	0.569	0.165	43.805	22.0	0.559	0.019
8	0.581	0.155	48.211	23.9	0.567	0.021
9	0.588	0.147	52.160	25.6	0.576	0.023
10	0.597	0.141	56.082	27.4	0.581	0.024
12	0.606	0.130	63.958	30.7	0.592	0.028
14	0.613	0.121	71.269	33.6	0.600	0.032
16	0.617	0.116	77.654	36.3	0.608	0.035
18	0.620	0.112	83.865	38.7	0.615	0.038
20	0.621	0.110	89.628	40.9	0.621	0.040
22	0.624	0.109	95.016	43.1	0.625	0.043
24	0.622	0.108	100.174	45.3	0.627	0.046
26	0.621	0.107	105.203	47.2	0.631	0.048
28	0.618	0.105	110.281	49.4	0.632	0.051
30	0.618	0.104	114.984	51.3	0.635	0.053
32	0.617	0.102	119.739	53.2	0.638	0.055
34	0.615	0.101	124.136	55.0	0.641	0.058
36	0.613	0.099	128.585	56.8	0.644	0.060
38	0.612	0.097	132.833	58.3	0.648	0.062
40	0.612	0.096	136.919	60.0	0.650	0.064
44	0.611	0.095	145.604	63.3	0.654	0.068
48	0.610	0.095	153.391	66.6	0.657	0.073
50	0.610	0.094	157.284	68.1	0.658	0.075
52	0.610	0.094	161.072	69.6	0.660	0.076
55	0.608	0.094	166.345	71.7	0.663	0.079
56	0.608	0.094	168.126	72.4	0.663	0.080
60	0.607	0.094	175.185	75.2	0.665	0.084
64	0.606	0.093	182.220	77.7	0.668	0.088
68	0.604	0.092	189.012	80.5	0.670	0.091
70	0.603	0.091	192.430	81.8	0.672	0.093
72	0.602	0.090	195.758	83.1	0.673	0.095
76	0.601	0.087	201.694	85.7	0.675	0.098
80	0.600	0.086	207.519	87.9	0.677	0.102
84	0.599	0.086	213.250	90.2	0.679	0.105
88	0.599	0.086	219.196	92.3	0.680	0.108
90	0.598	0.085	222.112	93.5	0.681	0.109
92	0.597	0.084	225.034	94.5	0.682	0.111
96	0.596	0.084	230.689	96.6	0.683	0.114
100	0.594	0.084	236.378	98.9	0.684	0.117
104	0.593	0.084	242.096	101.3	0.685	0.120
108	0.592	0.083	247.989	103.7	0.686	0.124
110	0.591	0.083	250.918	104.9	0.687	0.125
112	0.590	0.082	253.775	105.9	0.688	0.127
116	0.589	0.081	259.349	108.2	0.689	0.130
120	0.589	0.080	264.524	110.1	0.691	0.133
124	0.588	0.079	270.155	112.2	0.693	0.136
128	0.586	0.078	275.850	114.5	0.694	0.140
